Order #,Order Date,Amount,Tip,Gratuity,Total,Void User,Void Approver,Void Date,Type,Receipt
5,5/20/26 6:39 PM,52.49,0.00,0.00,52.49,,,,Credit,FcHJYMMxwdjHF
6,5/20/26 6:53 PM,130.92,26.00,0.00,156.92,,,,Credit,kjPNdfWn9Jzzn
7,5/20/26 8:04 PM,57.87,0.00,0.00,57.87,,,,Cash,HmsfNwdRNqfwX
1,5/21/26 5:02 PM,95.23,15.00,0.00,110.23,,,,Credit,YcgphYKKMHxtY
2,5/21/26 5:18 PM,37.43,12.57,0.00,50.00,,,,Credit,FxhgCwg7pzFXz
5,5/21/26 6:07 PM,90.90,18.00,0.00,108.90,,,,Credit,mKWyXXKwnHfTg
4,5/21/26 5:36 PM,156.44,34.00,0.00,190.44,,,,Credit,XntLsCrLcqzxs
6,5/21/26 6:10 PM,107.67,22.00,0.00,129.67,,,,Credit,TrPJXdP7LskCg
8,5/21/26 6:38 PM,60.05,12.00,0.00,72.05,,,,Credit,rfRFzTRnHtchJ
7,5/21/26 6:29 PM,136.87,0.00,0.00,136.87,,,,Cash,LHktsrfzwFJtL
9,5/21/26 7:34 PM,135.78,0.00,25.10,160.88,,,,Credit,dspkjgt7pKWrX
1,5/22/26 5:05 PM,50.31,0.00,0.00,50.31,,,,Credit,gpXbkxxW9gymq
3,5/17/26 5:30 PM,9.19,0.00,0.00,9.19,,,,Cash,qXYnRNKbFbkCt
4,5/22/26 6:09 PM,68.26,10.00,0.00,78.26,,,,Credit,fJkgRsRfChjXz
6,5/22/26 6:45 PM,22.72,4.00,0.00,26.72,,,,Credit,wCW9ndxchzHhr
5,5/22/26 6:45 PM,102.23,18.00,0.00,120.23,,,,Credit,XmwKWjz7HdRcX
3,5/22/26 5:46 PM,154.27,30.00,0.00,184.27,,,,Credit,zgfHnbCtTW7gs
7,5/22/26 6:54 PM,146.60,28.00,0.00,174.60,,,,Credit,FPzbKhYHfbbqd
8,5/22/26 7:06 PM,38.97,7.20,0.00,46.17,,,,Credit,xzgLKtKMzHRCR
8,5/22/26 7:06 PM,93.61,16.39,0.00,110.00,,,,Credit,JMLbHJh9dTLTK
9,5/22/26 7:08 PM,88.19,0.00,0.00,88.19,,,,Credit,FhrfsRwdzCkng
8,5/22/26 7:06 PM,35.71,6.60,0.00,42.31,,,,Credit,FbbCfh9MfmYkq
10,5/22/26 7:29 PM,73.56,15.00,0.00,88.56,,,,Credit,nYrbz7ddNKxmp
11,5/22/26 7:57 PM,102.78,25.00,0.00,127.78,,,,Credit,FzJHRwTFJwcXL
7,5/23/26 12:16 PM,2.16,0.00,0.00,2.16,,,,Cash,9hKKsMxx7bRxT
8,5/23/26 12:20 PM,8.66,0.00,0.00,8.66,,,,Cash,XNyWTJ7wXwHcL
11,5/23/26 12:33 PM,3.24,0.00,0.00,3.24,,,,Credit,qL9jgP9XCgtHf
12,5/23/26 12:40 PM,8.66,0.00,0.00,8.66,,,,Cash,njJsYLpc9sYJd
13,5/23/26 12:43 PM,8.66,1.44,0.00,10.10,,,,Credit,TnJpTyRjFj9RH
14,5/23/26 12:49 PM,12.99,0.00,0.00,12.99,,,,Credit,TfPYMHMhJnNMy
15,5/23/26 12:51 PM,12.99,0.00,0.00,12.99,,,,Credit,qjYt7mpLXRJjs
16,5/23/26 12:55 PM,8.66,0.00,0.00,8.66,,,,Credit,KymMnwbHnyNsM
17,5/23/26 12:55 PM,21.65,0.00,0.00,21.65,,,,Credit,P9s7HHrjxYtWP
18,5/23/26 12:57 PM,8.66,0.00,0.00,8.66,,,,Cash,xJtcmXTLCFL7P
9,5/23/26 12:26 PM,45.42,10.00,0.00,55.42,,,,Credit,xYmhphmFnsycC
21,5/23/26 1:04 PM,2.16,0.00,0.00,2.16,,,,Credit,RcrJPtNFWNy9C
23,5/23/26 1:11 PM,17.32,0.00,0.00,17.32,,,,Credit,9tmYM97RxWhgC
10,5/23/26 12:31 PM,62.22,20.00,0.00,82.22,,,,Credit,pH9qKq7Hn7LPx
24,5/23/26 1:20 PM,1.08,0.00,0.00,1.08,,,,Cash,Nb9mmq9syPKzT
26,5/23/26 1:22 PM,12.99,0.00,0.00,12.99,,,,Credit,bMhMbKznJyNnK
27,5/23/26 1:23 PM,12.99,0.00,0.00,12.99,,,,Cash,NhRPPpgpfFFs9
28,5/23/26 1:27 PM,18.40,0.00,0.00,18.40,,,,Credit,TtrcyRxJn9Nnr
29,5/23/26 1:29 PM,3.24,0.00,0.00,3.24,,,,Cash,RbkKmdNynpkNm
20,5/23/26 1:02 PM,47.61,5.00,0.00,52.61,,,,Credit,7fccYmNrcbnsh
32,5/23/26 1:33 PM,12.99,0.00,0.00,12.99,,,,Credit,WPgqb9YfzkfzM
22,5/23/26 1:07 PM,46.00,0.00,0.00,46.00,,,,Credit,jNqYjqJC9ykcJ
34,5/23/26 1:41 PM,8.66,0.00,0.00,8.66,,,,Credit,W9JXrrtbNKTsM
35,5/23/26 1:43 PM,25.98,0.00,0.00,25.98,,,,Cash,9HqphtLMrmdMw
36,5/23/26 1:47 PM,1.08,0.00,0.00,1.08,,,,Cash,p7myMFJqrRCPn
38,5/23/26 1:48 PM,8.66,0.00,0.00,8.66,,,,Credit,Tf9jJCKkKtzcM
40,5/23/26 1:51 PM,1.08,0.00,0.00,1.08,,,,Credit,wFqhcjsXmMwNn
42,5/23/26 1:53 PM,21.65,0.00,0.00,21.65,,,,Cash,RKfYtFhtHLYbq
43,5/23/26 1:55 PM,17.32,0.00,0.00,17.32,,,,Cash,WqMHdtybcpT9J
25,5/23/26 1:21 PM,76.82,13.18,0.00,90.00,,,,Credit,9hMkw7CNpndpF
45,5/23/26 2:10 PM,2.16,0.00,0.00,2.16,,,,Cash,MpsX7wNL9PKcg
46,5/23/26 2:14 PM,21.65,3.60,0.00,25.25,,,,Credit,WHLYcjqNWW7zp
37,5/23/26 1:47 PM,57.88,10.00,0.00,67.88,,,,Credit,NdXKFxWtdF7Wg
47,5/23/26 2:15 PM,21.65,0.00,0.00,21.65,,,,Credit,srprMc9ycpbXy
31,5/23/26 1:33 PM,19.47,5.00,0.00,24.47,,,,Credit,fcLxdYLcMMbRp
30,5/23/26 1:29 PM,62.31,13.00,0.00,75.31,,,,Credit,WkxNscdwxdqpf
48,5/23/26 2:22 PM,2.16,0.00,0.00,2.16,,,,Cash,yJLPkN7c9pJnn
33,5/23/26 1:36 PM,138.26,32.00,25.55,195.81,,,,Credit,rFnWtjWgHndF7
49,5/23/26 2:33 PM,8.66,0.00,0.00,8.66,,,,Cash,TRy9Kfwcrkmxp
50,5/23/26 2:37 PM,12.99,0.00,0.00,12.99,,,,Credit,wTyntThNwqLL9
51,5/23/26 2:39 PM,12.99,0.00,0.00,12.99,,,,Cash,CdJbycw9CLdCj
52,5/23/26 2:40 PM,21.65,0.00,0.00,21.65,,,,Cash,ryjJhnjdKcfXN
53,5/23/26 2:41 PM,12.99,0.00,0.00,12.99,,,,Credit,9fYxLKFgtdPWN
55,5/23/26 2:45 PM,17.32,0.00,0.00,17.32,,,,Credit,PTxcgksmWgjtK
44,5/23/26 1:58 PM,52.46,10.00,0.00,62.46,,,,Credit,bgkdHPXxFdbbd
39,5/23/26 1:50 PM,91.44,20.00,0.00,111.44,,,,Credit,gXsXtchTzxPNt
56,5/23/26 2:57 PM,12.99,2.40,0.00,15.39,,,,Credit,JFtXNqHHgbyHk
57,5/23/26 3:03 PM,8.66,0.00,0.00,8.66,,,,Cash,PzwxddyMFkrHx
59,5/23/26 3:08 PM,1.08,0.22,0.00,1.30,,,,Credit,wxgrWMwypwCrT
60,5/23/26 3:10 PM,12.99,2.40,0.00,15.39,,,,Credit,JjmqNTysyxLjF
61,5/23/26 3:12 PM,25.98,0.00,0.00,25.98,,,,Credit,h97TdcXjhdtmg
54,5/23/26 2:42 PM,57.88,15.00,0.00,72.88,,,,Credit,Hnb9tbHLjHk7J
64,5/23/26 3:32 PM,25.98,0.00,0.00,25.98,,,,Credit,jHJJRs97ghswj
65,5/23/26 3:34 PM,8.66,0.00,0.00,8.66,,,,Credit,w9kKxCkPtNtFw
66,5/23/26 3:34 PM,12.99,0.00,0.00,12.99,,,,Credit,ktsrxwnXkfgtk
67,5/23/26 3:35 PM,12.99,0.00,0.00,12.99,,,,Credit,JFxhRdsbhRgRF
68,5/23/26 3:38 PM,17.32,1.00,0.00,18.32,,,,Credit,dHmpfMMTdbFCp
69,5/23/26 3:43 PM,12.99,2.16,0.00,15.15,,,,Credit,PYtKqnKkmTLyr
70,5/23/26 3:44 PM,8.66,0.00,0.00,8.66,,,,Credit,CXhhTFgqsjgTz
71,5/23/26 3:50 PM,8.66,1.60,0.00,10.26,,,,Credit,wtrwKzrsmFjks
73,5/23/26 3:51 PM,12.99,0.00,0.00,12.99,,,,Credit,xrrxrJMqsYcsP
58,5/23/26 3:04 PM,73.56,10.00,0.00,83.56,,,,Credit,CFcPyy9nLLPdn
75,5/23/26 3:57 PM,33.55,3.00,0.00,36.55,,,,Credit,knLTpFjxPrMWC
62,5/23/26 3:18 PM,20.00,2.00,0.00,22.00,,,,Credit,qxqqywyyzYyNH
62,5/23/26 3:18 PM,2.72,0.00,0.00,2.72,,,,Credit,m9ncNtYLwymhR
72,5/23/26 3:51 PM,24.89,3.45,4.60,32.94,,,,Credit,tyPnFgmnHMWKh
77,5/23/26 4:08 PM,21.65,0.00,0.00,21.65,,,,Credit,79Cryxsq9NTbj
72,5/23/26 3:51 PM,13.53,2.50,2.50,18.53,,,,Credit,RmKdxpChstgzk
79,5/23/26 4:21 PM,14.07,0.00,0.00,14.07,,,,Cash,pyNKJwTT7xFgr
84,5/23/26 4:24 PM,12.99,2.64,0.00,15.63,,,,Credit,m9PF77jhfMMpg
72,5/23/26 3:51 PM,46.53,25.00,8.60,80.13,,,,Credit,YwcXYbwpdRgCN
72,5/23/26 3:51 PM,21.64,5.00,4.00,30.64,,,,Credit,TCHKjkTTbnsqW
72,5/23/26 3:51 PM,27.06,5.94,7.00,40.00,,,,Credit,dhJFPfyzCmJYH
85,5/23/26 4:32 PM,17.32,0.00,0.00,17.32,,,,Credit,t7dMmybYkwTmh
63,5/23/26 3:30 PM,45.70,10.00,0.00,55.70,,,,Credit,99LWdtCxRhjqr
87,5/23/26 4:33 PM,8.66,0.00,0.00,8.66,,,,Credit,rTrqzxsbRCYYP
63,5/23/26 3:30 PM,45.70,10.00,0.00,55.70,,,,Credit,pPXcmchh7sxw9
88,5/23/26 4:35 PM,9.74,0.00,0.00,9.74,,,,Cash,jnJKJp7mNh9yh
89,5/23/26 4:35 PM,5.40,5.00,0.00,10.40,,,,Credit,wqqddwCNqWnzr
78,5/23/26 4:08 PM,51.39,12.00,0.00,63.39,,,,Credit,jJJMFsHgxMx9J
90,5/23/26 4:47 PM,8.66,0.00,0.00,8.66,,,,Cash,Phx7WfnyKJfCP
91,5/23/26 4:49 PM,1.08,0.00,0.00,1.08,,,,Cash,gMPL997TfmNhF
93,5/23/26 4:51 PM,8.66,0.00,0.00,8.66,,,,Credit,MmCLtMfxNgLnb
74,5/23/26 3:54 PM,107.92,33.00,0.00,140.92,,,,Credit,WkyqpFdTscHqJ
95,5/23/26 5:14 PM,12.99,0.00,0.00,12.99,,,,Credit,nHm7CKCPfFfwx
96,5/23/26 5:19 PM,8.66,0.00,0.00,8.66,,,,Credit,kpxMx7PXzgLcc
97,5/23/26 5:21 PM,9.74,0.00,0.00,9.74,,,,Cash,k9mwctfkRzRpg
92,5/23/26 4:50 PM,109.81,10.00,0.00,119.81,,,,Credit,htrtKwMpzy79m
99,5/23/26 5:40 PM,8.66,0.00,0.00,8.66,,,,Cash,NRy9gjtRsRkFP
100,5/23/26 5:46 PM,12.99,0.00,0.00,12.99,,,,Credit,MrhxMWwtTcfPc
102,5/23/26 5:54 PM,8.66,0.00,0.00,8.66,,,,Cash,NJdgYpJJbkqRK
104,5/23/26 5:59 PM,8.66,0.00,0.00,8.66,,,,Credit,fgsnNy7cbMfqY
105,5/23/26 6:03 PM,1.08,0.00,0.00,1.08,,,,Cash,JxYrdxjtTTckN
106,5/23/26 6:06 PM,1.08,0.00,0.00,1.08,,,,Credit,FPq9KRrHNWMNn
107,5/23/26 6:16 PM,17.32,0.00,0.00,17.32,,,,Credit,Pff7tbRsRwyzq
98,5/23/26 5:31 PM,54.10,25.00,0.00,79.10,,,,Credit,NMFgwthqYmdYK
110,5/23/26 6:25 PM,8.66,0.00,0.00,8.66,,,,Cash,jNTdNKjJqkty9
111,5/23/26 6:27 PM,1.08,0.00,0.00,1.08,,,,Credit,r7pyfsJmMXL97
113,5/23/26 6:29 PM,8.66,0.00,0.00,8.66,,,,Cash,Wsshgjs7LyMyF
114,5/23/26 6:29 PM,8.66,0.00,0.00,8.66,,,,Credit,nFJqg7sTpTytT
115,5/23/26 6:30 PM,12.99,0.00,0.00,12.99,,,,Credit,PdzbpgWhcLxss
118,5/23/26 6:40 PM,8.66,0.00,0.00,8.66,,,,Credit,nkpYwfNFw9rFk
119,5/23/26 6:41 PM,8.66,1.76,0.00,10.42,,,,Credit,kcTMdMhYkzjPm
101,5/23/26 5:54 PM,45.44,10.00,0.00,55.44,,,,Credit,P9PNqkpkttyrP
101,5/23/26 5:54 PM,37.33,6.00,0.00,43.33,,,,Credit,wfLJcFxdJfCsm
103,5/23/26 5:56 PM,53.01,7.00,0.00,60.01,,,,Credit,JfHFnpyYjNzCK
122,5/23/26 6:51 PM,1.08,0.00,0.00,1.08,,,,Credit,rPTndCcNd7Pkh
124,5/23/26 6:53 PM,8.66,1.76,0.00,10.42,,,,Credit,Jxb9nPcdHFFzT
127,5/23/26 6:58 PM,43.30,8.00,0.00,51.30,,,,Credit,nqfqww7MfPh7t
108,5/23/26 6:23 PM,121.71,18.29,0.00,140.00,,,,Credit,sskxRNyF7L9bW
109,5/23/26 6:24 PM,75.30,15.00,0.00,90.30,,,,Credit,yfjNWkN9PpHxN
128,5/23/26 7:17 PM,22.70,5.00,0.00,27.70,,,,Credit,pXnPrbqfFLqmF
120,5/23/26 6:43 PM,113.61,20.00,0.00,133.61,,,,Credit,cYgRWjy7nRdXx
123,5/23/26 6:52 PM,78.44,10.88,0.00,89.32,,,,Credit,TtYfNNpRFrT9x
116,5/23/26 6:38 PM,122.81,0.00,0.00,122.81,,,,Cash,jTsjKcRThWPJM
126,5/23/26 6:58 PM,80.07,20.00,0.00,100.07,,,,Credit,tyCHFsHdkXptf
112,5/23/26 6:28 PM,150.43,30.00,0.00,180.43,,,,Credit,pbzJwHWwKXWsF
125,5/23/26 6:54 PM,20.01,4.00,0.00,24.01,,,,Credit,YxgKymrcmwNPY
129,5/23/26 7:27 PM,35.70,0.00,0.00,35.70,,,,Cash,p9zKWCpsJFXJR
130,5/23/26 7:28 PM,56.26,0.00,0.00,56.26,,,,Cash,KmNjyKK7WsNwm
131,5/23/26 7:39 PM,67.61,12.00,0.00,79.61,,,,Credit,mgnPMCFmfxnCR
132,5/23/26 7:48 PM,74.12,15.00,0.00,89.12,,,,Credit,xcmcygmFc9cJy
4,5/24/26 12:17 PM,1.08,0.00,0.00,1.08,,,,Cash,RqqdrjNmhdhLW
5,5/24/26 12:19 PM,30.30,0.00,0.00,30.30,,,,Credit,x99LcKgyWxmTR
10,5/24/26 12:40 PM,17.32,0.00,0.00,17.32,,,,Cash,M7MdXTTXMMpFX
11,5/24/26 12:41 PM,21.65,0.00,0.00,21.65,,,,Cash,srqC7hbWKdwKf
1,5/24/26 12:02 PM,52.47,10.00,0.00,62.47,,,,Credit,KhsJy7KC7NTws
12,5/24/26 12:45 PM,8.66,0.00,0.00,8.66,,,,Cash,mpC7YkwppLHYC
2,5/24/26 12:03 PM,87.65,30.35,0.00,118.00,,,,Credit,c7LwwjK7h9x7w
13,5/24/26 12:52 PM,8.66,0.00,0.00,8.66,,,,Credit,dLPMJFKjttbXw
14,5/24/26 12:52 PM,5.40,0.00,0.00,5.40,,,,Cash,MTgbnfYpccdyN
15,5/24/26 12:54 PM,7.56,0.00,0.00,7.56,,,,Credit,TTN9KzqLnNPHj
16,5/24/26 12:56 PM,21.65,0.00,0.00,21.65,,,,Credit,dKztKHkTMfnXr
6,5/24/26 12:30 PM,47.15,10.00,0.00,57.15,,,,Credit,9qsrKyKPpCqzs
19,5/24/26 1:04 PM,17.32,0.00,0.00,17.32,,,,Credit,gznMLMbfLsxgn
20,5/24/26 1:04 PM,21.65,0.00,0.00,21.65,,,,Credit,XLHJzNyTFTHfd
8,5/24/26 12:35 PM,72.49,0.00,0.00,72.49,,,,Credit,TTmhgbcFFJLcs
21,5/24/26 1:06 PM,25.98,0.00,0.00,25.98,,,,Credit,ycLmzhWNTYWcC
7,5/24/26 12:34 PM,65.47,15.00,0.00,80.47,,,,Credit,dzNXmyznPbqhP
3,5/24/26 12:06 PM,69.85,14.00,0.00,83.85,,,,Credit,mCCNYrMhPKWcm
25,5/24/26 1:24 PM,8.66,0.00,0.00,8.66,,,,Cash,cqwqrnqbt9txw
26,5/24/26 1:25 PM,8.66,0.00,0.00,8.66,,,,Cash,fdndXsfTqfmRR
9,5/24/26 12:39 PM,28.67,4.00,0.00,32.67,,,,Credit,JRt9LnYPTXgmX
9,5/24/26 12:39 PM,32.47,0.00,0.00,32.47,,,,Cash,rgWsjbwgqwXjC
28,5/24/26 1:28 PM,19.48,0.00,0.00,19.48,,,,Credit,sfdPwzhTtFyrT
17,5/24/26 12:57 PM,49.23,11.00,0.00,60.23,,,,Credit,dPnsLHKMbFMhF
30,5/24/26 1:36 PM,3.88,0.00,0.00,3.88,,,,Cash,rddzWqpkFyfgW
31,5/24/26 1:37 PM,25.98,0.00,0.00,25.98,,,,Credit,TCCxdYYjFNpFx
32,5/24/26 1:39 PM,21.65,4.40,0.00,26.05,,,,Credit,hHqNzdwbmdPhN
29,5/24/26 1:31 PM,23.79,6.21,0.00,30.00,,,,Credit,gyryPhbzstXrK
33,5/24/26 1:47 PM,8.66,1.76,0.00,10.42,,,,Credit,qzfMTCcNM7tNP
34,5/24/26 1:48 PM,12.99,0.00,0.00,12.99,,,,Credit,cHbYytmnb7XsM
35,5/24/26 1:51 PM,12.99,2.16,0.00,15.15,,,,Credit,MNddRsCcKm9LX
23,5/24/26 1:20 PM,29.22,0.00,0.00,29.22,,,,Cash,NxkCzsjMsyNRK
37,5/24/26 1:56 PM,17.32,0.00,0.00,17.32,,,,Credit,kqRdFmWrXYw7k
39,5/24/26 1:57 PM,2.16,0.40,0.00,2.56,,,,Credit,xqxzsPkqJsqxC
27,5/24/26 1:26 PM,110.92,20.00,0.00,130.92,,,,Credit,M797WhLqWz9NR
41,5/24/26 2:05 PM,32.46,5.00,0.00,37.46,,,,Credit,jWcCLX9MHfrfW
42,5/24/26 2:08 PM,12.99,2.16,0.00,15.15,,,,Credit,JkqcC7xRsp9Cx
43,5/24/26 2:18 PM,34.64,0.00,0.00,34.64,,,,Credit,f9wftr9pghLNW
44,5/24/26 2:20 PM,9.74,1.98,0.00,11.72,,,,Credit,tCff9gqpF7bmp
45,5/24/26 2:23 PM,20.55,5.00,0.00,25.55,,,,Credit,yYzX7qcH7rXCF
36,5/24/26 1:52 PM,66.55,13.45,0.00,80.00,,,,Credit,LHhhhWqgbKphH
46,5/24/26 2:30 PM,16.23,3.00,0.00,19.23,,,,Credit,LkPrxXLkrkLRX
49,5/24/26 2:40 PM,20.55,0.00,0.00,20.55,,,,Cash,dL7zXszRfXNrW
51,5/24/26 2:44 PM,16.23,0.00,0.00,16.23,,,,Credit,C7jwNyR7bYH9g
38,5/24/26 1:56 PM,134.34,0.00,0.00,134.34,,,,Cash,FbsbLRkztXgqg
40,5/24/26 2:01 PM,64.91,13.00,0.00,77.91,,,,Credit,FwfmzNbTMxJwp
40,5/24/26 2:01 PM,14.07,5.00,0.00,19.07,,,,Credit,HrhdsjhWjhdY9
54,5/24/26 2:59 PM,8.66,0.00,0.00,8.66,,,,Credit,JLLYqcMnc7hTW
55,5/24/26 3:00 PM,12.99,2.40,0.00,15.39,,,,Credit,mbYcpjMff7NWX
61,5/24/26 3:26 PM,52.66,15.00,0.00,67.66,,,,Credit,RWbTgXsprhNLn
47,5/24/26 2:36 PM,53.01,7.99,0.00,61.00,,,,Credit,HhnpWKyWswTNT
52,5/24/26 2:54 PM,39.49,8.00,0.00,47.49,,,,Credit,w9CJbpHJmPxNy
57,5/24/26 3:21 PM,8.66,0.00,0.00,8.66,,,,Credit,ndXfqmcKMkgLR
59,5/24/26 3:23 PM,12.99,0.00,0.00,12.99,,,,Credit,FwgRsxCNnpzCs
60,5/24/26 3:25 PM,8.66,0.00,0.00,8.66,,,,Credit,L7NrzXthPdCMR
48,5/24/26 2:37 PM,146.90,0.00,0.00,146.90,,,,Credit,7jj7Jf77tKfTK
56,5/24/26 3:04 PM,35.18,4.00,0.00,39.18,,,,Credit,xq9c9pfmYXzdX
63,5/24/26 3:51 PM,75.74,20.00,0.00,95.74,,,,Credit,trNbwgLbgqghL
62,5/24/26 3:39 PM,41.85,14.00,0.00,55.85,,,,Credit,KPPHfwt7m9tdF
65,5/24/26 3:57 PM,50.88,8.46,0.00,59.34,,,,Credit,qKtYj9nWLhcJP
58,5/24/26 3:21 PM,127.11,20.00,23.50,170.61,,,,Credit,LyWmTJqkXMqYM
64,5/24/26 3:53 PM,80.60,20.00,0.00,100.60,,,,Credit,zjjYYKkCHPjdW
67,5/24/26 4:25 PM,17.50,2.00,0.00,19.50,,,,Credit,tjnMjwrJkFMfW
71,5/24/26 4:53 PM,8.66,1.60,0.00,10.26,,,,Credit,MqqMYFXwTkyqz
69,5/24/26 4:43 PM,47.62,10.38,0.00,58.00,,,,Credit,nqJNtJTwnn9yd
68,5/24/26 4:33 PM,32.46,8.00,0.00,40.46,,,,Credit,rtMqfpRxbrpnz
73,5/24/26 4:58 PM,9.74,1.80,0.00,11.54,,,,Credit,hzgbKrx99JRRh
68,5/24/26 4:33 PM,32.46,8.00,0.00,40.46,,,,Credit,dFzcCYmJctfjW
70,5/24/26 4:44 PM,15.15,2.00,0.00,17.15,,,,Credit,ctj7MFwNwWRq9
66,5/24/26 4:09 PM,43.82,6.08,0.00,49.90,,,,Credit,gmYMqYzsNdRbT
66,5/24/26 4:09 PM,38.96,0.00,0.00,38.96,,,,Credit,HHHXbpPyHqyrY
76,5/24/26 5:40 PM,36.76,0.00,0.00,36.76,,,,Cash,9qgbKgdKTNxwk
80,5/24/26 5:48 PM,8.66,0.50,0.00,9.16,,,,Credit,Tj9NXxYFztqgs
75,5/24/26 5:32 PM,54.77,0.00,0.00,54.77,,,,Credit,JCggxpnznRFMC
75,5/24/26 5:32 PM,54.77,0.00,0.00,54.77,,,,Credit,hW7ttmp7qJnz9
78,5/24/26 5:45 PM,84.94,15.70,0.00,100.64,,,,Credit,hTknjTNMXYKKC
77,5/24/26 5:44 PM,86.32,0.00,0.00,86.32,,,,Credit,hH9PkcWgqJKYK
77,5/24/26 5:44 PM,86.32,36.00,0.00,122.32,,,,Credit,k7XyTfhdWFWT7
88,5/24/26 6:35 PM,8.66,2.00,0.00,10.66,,,,Credit,hxcnYwYnpyfWx
84,5/24/26 6:18 PM,97.58,20.00,0.00,117.58,,,,Credit,yMFTHqksmdJHF
83,5/24/26 6:12 PM,102.35,20.00,0.00,122.35,,,,Credit,ftJhjHR9bfqKN
85,5/24/26 6:22 PM,53.57,10.00,0.00,63.57,,,,Credit,YrwcnmKWkrmzw
92,5/24/26 7:10 PM,9.19,1.00,0.00,10.19,,,,Credit,xbsx9P9XFLmKt
89,5/24/26 6:42 PM,47.06,10.00,0.00,57.06,,,,Credit,FsFc9FCNNrWKH
86,5/24/26 6:28 PM,100.07,20.00,0.00,120.07,,,,Credit,TqWkTwys7zHsk
90,5/24/26 6:56 PM,72.52,15.96,0.00,88.48,,,,Credit,wdsgkWNfNzCzF
91,5/24/26 7:02 PM,49.24,8.00,0.00,57.24,,,,Credit,LqdCyPsqwb7Jg
79,5/24/26 5:47 PM,156.87,0.00,0.00,156.87,,,,Cash,JNzhwHXFrNqpn
2,5/25/26 12:04 PM,38.97,1.00,0.00,39.97,,,,Credit,PWqncNmcnnTfx
3,5/25/26 12:30 PM,25.98,0.00,0.00,25.98,,,,Credit,qfgcYpNgsMszm
6,5/25/26 12:45 PM,12.99,1.00,0.00,13.99,,,,Credit,LbKR77R7qfnNb
7,5/25/26 12:46 PM,21.65,3.50,0.00,25.15,,,,Credit,qRznnMWdXxHgp
9,5/25/26 12:49 PM,12.99,2.16,0.00,15.15,,,,Credit,bHTzzyMwptFXL
8,5/25/26 12:47 PM,22.72,0.00,0.00,22.72,,,,Credit,YqkJFbgFrYPRn
11,5/25/26 12:49 PM,12.99,2.00,0.00,14.99,,,,Credit,rxhJxTPmCftjh
4,5/25/26 12:37 PM,66.54,15.00,0.00,81.54,,,,Credit,TJJj7TPTwxWKK
5,5/25/26 12:43 PM,52.48,10.00,0.00,62.48,,,,Credit,sfFzrPHH7XhXm
18,5/25/26 1:16 PM,21.65,0.00,0.00,21.65,,,,Credit,rkHPLCmNzJ7dY
5,5/25/26 12:43 PM,65.47,10.00,0.00,75.47,,,,Credit,PnKtMCHzqCxjL
19,5/25/26 1:18 PM,17.32,4.00,0.00,21.32,,,,Credit,cyYzqXrJ7TrKT
20,5/25/26 1:20 PM,12.99,2.16,0.00,15.15,,,,Credit,7cbnYFYyfC7Tb
16,5/25/26 1:08 PM,40.03,8.00,0.00,48.03,,,,Credit,z7hyPcFjYhKCL
12,5/25/26 12:55 PM,124.97,30.00,0.00,154.97,,,,Credit,tPHKmHhCHswqz
21,5/25/26 1:29 PM,12.99,0.00,0.00,12.99,,,,Credit,fd9PmrKryHnRW
13,5/25/26 1:00 PM,90.33,25.00,0.00,115.33,,,,Credit,ssTF7ckKbhs7g
14,5/25/26 1:02 PM,68.17,14.00,0.00,82.17,,,,Credit,YCqqL7PkmgChf
23,5/25/26 1:36 PM,12.99,2.40,0.00,15.39,,,,Credit,7gFrrNXwmNfgt
15,5/25/26 1:05 PM,7.68,0.00,0.00,7.68,,,,Credit,mJHLrshFYr9Pd
15,5/25/26 1:05 PM,7.68,0.00,0.00,7.68,,,,Credit,9fMX7wTMt9LKn
15,5/25/26 1:05 PM,7.68,0.00,0.00,7.68,,,,Credit,hNqsNpbTqWzMX
15,5/25/26 1:05 PM,63.26,0.00,11.70,74.96,,,,Credit,TChhYrnHwXCXs
15,5/25/26 1:05 PM,27.59,0.00,5.10,32.69,,,,Credit,gfdyCTcKFdKJK
15,5/25/26 1:05 PM,29.21,0.00,5.40,34.61,,,,Credit,zbCRdMcxTJxLY
15,5/25/26 1:05 PM,20.55,0.00,3.80,24.35,,,,Credit,wdtqLpCPqPYXR
15,5/25/26 1:05 PM,13.53,0.00,2.50,16.03,,,,Credit,ggTCFCH9RtxXJ
15,5/25/26 1:05 PM,6.48,3.00,1.20,10.68,,,,Credit,RxcznXKRMLcKR
31,5/25/26 1:55 PM,8.66,1.44,0.00,10.10,,,,Credit,sTzrzXHyHWfcr
33,5/25/26 2:01 PM,30.31,3.00,0.00,33.31,,,,Credit,bNtbFhxxrhHTR
30,5/25/26 1:53 PM,74.67,15.18,0.00,89.85,,,,Credit,F7jNKJXzz9Hhd
35,5/25/26 2:03 PM,17.32,0.00,0.00,17.32,,,,Credit,rjwPpCFsknW7x
24,5/25/26 1:42 PM,59.52,7.00,0.00,66.52,,,,Credit,RJb9chPFrdtMH
36,5/25/26 2:07 PM,12.99,0.00,0.00,12.99,,,,Credit,hdztCcK9HtXjX
37,5/25/26 2:09 PM,8.66,1.60,0.00,10.26,,,,Credit,R7zrKHfNYChkc
38,5/25/26 2:10 PM,8.66,0.00,0.00,8.66,,,,Credit,WnnrCzYMjrfNw
